<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
KRME.XXBTZUSD;D;20230417;000000;30316.1000000;30319.3000000;29267.0000000;29449.2000000;3765
KRME.XXBTZUSD;D;20230418;000000;29449.3000000;30480.8000000;29123.0000000;30388.8000000;4907
KRME.XXBTZUSD;D;20230419;000000;30386.8000000;30410.5000000;28577.0000000;28814.0000000;5836
KRME.XXBTZUSD;D;20230420;000000;28814.3000000;29098.7000000;28009.0000000;28241.5000000;4828
KRME.XXBTZUSD;D;20230421;000000;28245.7000000;28361.9000000;27146.2000000;27264.3000000;4833
KRME.XXBTZUSD;D;20230422;000000;27264.4000000;27892.2000000;27137.5000000;27818.8000000;1865
KRME.XXBTZUSD;D;20230423;000000;27818.7000000;27818.8000000;27344.0000000;27589.7000000;1565
KRME.XXBTZUSD;D;20230424;000000;27588.1000000;28000.0000000;26969.4000000;27518.6000000;3749
KRME.XXBTZUSD;D;20230425;000000;27518.5000000;28385.0000000;27189.0000000;28300.9000000;3871
KRME.XXBTZUSD;D;20230426;000000;28300.9000000;30037.3000000;27258.4000000;28424.9000000;9243
KRME.XXBTZUSD;D;20230427;000000;28425.0000000;29882.1000000;28392.9000000;29472.4000000;6136
KRME.XXBTZUSD;D;20230428;000000;29476.8000000;29605.0000000;28904.6000000;29323.9000000;3736
KRME.XXBTZUSD;D;20230429;000000;29323.9000000;29459.8000000;29015.0000000;29240.6000000;1582
KRME.XXBTZUSD;D;20230430;000000;29240.7000000;29975.0000000;29103.0000000;29243.1000000;4206
KRME.XXBTZUSD;D;20230501;000000;29245.3000000;29330.9000000;27643.2000000;28074.1000000;4840
KRME.XXBTZUSD;D;20230502;000000;28076.6000000;28937.5000000;27877.9000000;28677.1000000;3600
KRME.XXBTZUSD;D;20230503;000000;28678.8000000;29267.5000000;28135.0000000;29033.3000000;3958
KRME.XXBTZUSD;D;20230504;000000;29034.5000000;29372.0000000;28699.6000000;28852.7000000;3075
KRME.XXBTZUSD;D;20230505;000000;28852.9000000;29697.4000000;28829.8000000;29530.2000000;4042
KRME.XXBTZUSD;D;20230506;000000;29530.3000000;29868.1000000;28338.0000000;28901.7000000;2949
KRME.XXBTZUSD;D;20230507;000000;28901.6000000;29191.8000000;28438.4000000;28468.0000000;1833
KRME.XXBTZUSD;D;20230508;000000;28466.8000000;28662.8000000;27282.1000000;27693.2000000;4225
KRME.XXBTZUSD;D;20230509;000000;27693.7000000;27824.5000000;27367.8000000;27635.0000000;3352
KRME.XXBTZUSD;D;20230510;000000;27635.1000000;28334.2000000;26792.9000000;27617.8000000;5294
KRME.XXBTZUSD;D;20230511;000000;27615.6000000;27645.9000000;26720.0000000;26979.3000000;3143
KRME.XXBTZUSD;D;20230512;000000;26977.9000000;27102.1000000;25827.4000000;26800.0000000;5647
KRME.XXBTZUSD;D;20230513;000000;26800.0000000;27105.5000000;26700.6000000;26786.3000000;1545
KRME.XXBTZUSD;D;20230514;000000;26788.4000000;27194.7000000;26600.0000000;26923.0000000;1134
KRME.XXBTZUSD;D;20230515;000000;26922.2000000;27677.0000000;26727.8000000;27167.6000000;4178
KRME.XXBTZUSD;D;20230516;000000;27166.2000000;27301.2000000;26850.1000000;27036.0000000;2537
KRME.XXBTZUSD;D;20230517;000000;27036.0000000;27500.0000000;26550.0000000;27402.3000000;3853
KRME.XXBTZUSD;D;20230518;000000;27402.3000000;27474.3000000;26345.0000000;26817.9000000;3725
KRME.XXBTZUSD;D;20230519;000000;26819.0000000;27174.8000000;26635.3000000;26887.4000000;2131
KRME.XXBTZUSD;D;20230520;000000;26887.4000000;27155.0000000;26834.2000000;27111.4000000;1023
KRME.XXBTZUSD;D;20230521;000000;27111.1000000;27270.0000000;26667.4000000;26750.6000000;1809
KRME.XXBTZUSD;D;20230522;000000;26749.5000000;27096.0000000;26512.4000000;26854.8000000;2006
KRME.XXBTZUSD;D;20230523;000000;26855.4000000;27511.7000000;26807.3000000;27221.5000000;2631
KRME.XXBTZUSD;D;20230524;000000;27221.5000000;27235.4000000;26069.1000000;26327.7000000;3611
KRME.XXBTZUSD;D;20230525;000000;26327.8000000;26607.4000000;25865.0000000;26476.5000000;2595
KRME.XXBTZUSD;D;20230526;000000;26476.6000000;26940.3000000;26338.0000000;26706.3000000;2920
KRME.XXBTZUSD;D;20230527;000000;26715.9000000;26900.0000000;26554.8000000;26873.7000000;1616
KRME.XXBTZUSD;D;20230528;000000;26873.7000000;28257.0000000;26788.7000000;28090.0000000;3638
KRME.XXBTZUSD;D;20230529;000000;28090.0000000;28450.0000000;27550.0000000;27741.3000000;2936
KRME.XXBTZUSD;D;20230530;000000;27741.4000000;28047.0000000;27559.8000000;27699.2000000;3441
KRME.XXBTZUSD;D;20230531;000000;27699.2000000;27828.6000000;26841.3000000;27216.2000000;3516
KRME.XXBTZUSD;D;20230601;000000;27215.1000000;27341.5000000;26571.5000000;26814.8000000;2849
KRME.XXBTZUSD;D;20230602;000000;26815.4000000;27312.2000000;26500.1000000;27253.2000000;2815
KRME.XXBTZUSD;D;20230603;000000;27253.1000000;27344.6000000;26931.8000000;27071.9000000;1059
KRME.XXBTZUSD;D;20230604;000000;27072.0000000;27489.0000000;26967.0000000;27122.9000000;904
KRME.XXBTZUSD;D;20230605;000000;27122.9000000;27128.0000000;25400.0000000;25721.0000000;5591
KRME.XXBTZUSD;D;20230606;000000;25724.8000000;27368.4000000;25369.0000000;27240.1000000;5960
KRME.XXBTZUSD;D;20230607;000000;27240.0000000;27387.3000000;26131.7000000;26352.3000000;4506
KRME.XXBTZUSD;D;20230608;000000;26352.3000000;26831.0000000;26221.7000000;26506.7000000;2484
KRME.XXBTZUSD;D;20230609;000000;26506.7000000;26784.4000000;26275.4000000;26484.1000000;1976
KRME.XXBTZUSD;D;20230610;000000;26484.1000000;26530.8000000;25400.0000000;25851.0000000;4579
KRME.XXBTZUSD;D;20230611;000000;25851.0000000;26200.0000000;25659.0000000;25929.0000000;1483
KRME.XXBTZUSD;D;20230612;000000;25929.1000000;26098.3000000;25620.2000000;25904.8000000;2140
KRME.XXBTZUSD;D;20230613;000000;25904.8000000;26399.9000000;25713.4000000;25932.9000000;2652
KRME.XXBTZUSD;D;20230614;000000;25928.7000000;26064.8000000;24818.0000000;25123.9000000;4184
KRME.XXBTZUSD;D;20230615;000000;25124.0000000;25743.8000000;24751.1000000;25577.1000000;4429
KRME.XXBTZUSD;D;20230616;000000;25577.0000000;26497.0000000;25140.0000000;26323.0000000;3755
KRME.XXBTZUSD;D;20230617;000000;26323.0000000;26793.8000000;26175.0000000;26511.8000000;1776
KRME.XXBTZUSD;D;20230618;000000;26511.9000000;26685.1000000;26253.2000000;26334.7000000;1331
KRME.XXBTZUSD;D;20230619;000000;26334.7000000;27041.8000000;26262.7000000;26840.0000000;3533
KRME.XXBTZUSD;D;20230620;000000;26840.1000000;28400.0000000;26650.0000000;28308.9000000;7480
KRME.XXBTZUSD;D;20230621;000000;28308.8000000;30794.9000000;28280.3000000;29992.0000000;9785
KRME.XXBTZUSD;D;20230622;000000;29986.8000000;30460.0000000;29550.0000000;29900.0000000;6040
KRME.XXBTZUSD;D;20230623;000000;29900.1000000;31435.3000000;29820.0000000;30687.7000000;6259
KRME.XXBTZUSD;D;20230624;000000;30687.7000000;30812.3000000;30254.6000000;30542.4000000;2005
KRME.XXBTZUSD;D;20230625;000000;30542.4000000;31025.4000000;30469.8000000;30609.1000000;671
